store_no,name,division,address_line1,address_line2,suburb,state,postcode,latitude,longitude,phone,is_open,distance,gmt_zone,trading_hours
1550,Sydney Metcentre (Metro),SUPERMARKETS,60 Margaret Street,,Sydney,NSW,2000,-33.864935,151.206521,(02) 8565 9236,False,0.32,11:0,Today: Mon: 0600-2000 | Tomorrow: Tue: 0600-2000 | Wednesday: Wed: 0600-2000 | Thursday: Thu: 0600-2000 | Friday: Fri: 0600-2000 | Saturday: Sat: Closed | Sunday: Sun: Closed | Monday: Mon: 0600-2000
3339,Woodgrove,SUPERMARKETS,533-555 High Street,,Melton,VIC,3337,-37.6869077,144.5612319,(03) 9216 5035,False,734.77,11:0,Today: Mon: 0800-2200 | Tomorrow: Tue: 0800-2200 | Wednesday: Wed: 0800-2200 | Thursday: Thu: 0800-2200 | Friday: Fri: 0800-2200 | Saturday: Sat: 0800-2100 | Sunday: Sun: 0800-2100 | Monday: Mon: 0800-2200
11350,Ampol Foodary Windsor,AMPOL,143-Newmarket Rd,,Windsor,QLD,4030,-27.436608,153.023245,,False,735.5,10:0,Today: Mon: 0500-2359 | Tomorrow: Tue: 0500-2359 | Wednesday: Wed: 0500-2359 | Thursday: Thu: 0500-2359 | Friday: Fri: 0500-2359 | Saturday: Sat: 0500-2359 | Sunday: Sun: 0500-2359 | Monday: Mon: 0500-2359
92040,Enoggera,EG,6 Browns Dip Rd (cnr Wardell Rd),,Enoggera,QLD,4051,-27.4295,152.9892,07 3088 8720,False,735.51,10:0,Today: Mon: 0500-2300 | Tomorrow: Tue: 0500-2300 | Wednesday: Wed: 0500-2300 | Thursday: Thu: 0500-2300 | Friday: Fri: 0500-2300 | Saturday: Sat: 0500-2300 | Sunday: Sun: 0500-2300 | Monday: Mon: 0500-2300
92002,Bowen Hills,EG,136-146 Abbotsford Road,,Bowen Hills,QLD,4006,-27.4392,153.0401,07 5334 0611,True,735.6,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
92262,Keperra,EG,577 Settlement Road,,Keperra,QLD,4054,-27.4171,152.9491,07 5334 0681,False,735.98,10:0,Today: Mon: 0530-2100 | Tomorrow: Tue: 0530-2100 | Wednesday: Wed: 0530-2100 | Thursday: Thu: 0530-2100 | Friday: Fri: 0530-2100 | Saturday: Sat: 0600-2000 | Sunday: Sun: 0600-2000 | Monday: Mon: 0530-2100
3318,Mornington Central,SUPERMARKETS,78 Barkly St,,Mornington,VIC,3931,-38.2181252,145.0388363,(03) 5974 6123,False,735.99,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2200
3960,Featherbrook,SUPERMARKETS,Sneydes Road and Boardwalk Blvd,,Featherbrook,VIC,3030,-37.898335,144.72686,(03) 8353 3102,False,736.08,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
99843,Melton South,EG,179 - 253 Exford Road,,Melton South,VIC,3338,-37.72219,144.57285,03 9020 9426,True,736.09,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3061,Tarneit Gardens,SUPERMARKETS,747 Tarneit Road,,Tarneit,VIC,3029,-37.8401272,144.6738049,(03) 8734 3622,False,736.14,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
2633,Keperra,SUPERMARKETS,1028 Samford Rd,,Keperra,QLD,4054,-27.41572308,152.95043285,(07) 3648 4366,False,736.16,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
93131,Tarneit Gardens,EG,747 Tarneit Rd,,Tarneit Gardens,VIC,3029,-37.8404,144.6729,03 4416 3240,False,736.22,11:0,Today: Mon: 0500-2300 | Tomorrow: Tue: 0500-2300 | Wednesday: Wed: 0500-2300 | Thursday: Thu: 0500-2300 | Friday: Fri: 0500-2300 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0600-2200 | Monday: Mon: 0500-2300
3804,Opalia (Melton South),SUPERMARKETS,179-253 Exford Road,,Melton South,VIC,3338,-37.722793,144.571236,(03) 9216 5008,False,736.24,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
2115,Hamilton Harbour (Metro),SUPERMARKETS,485 Kingsford Smith Dr,,Hamilton,QLD,4007,-27.43897758,153.0669353,(07) 3648 4390,False,736.24,10:0,Today: Mon: 0600-2200 | Tomorrow: Tue: 0600-2200 | Wednesday: Wed: 0600-2200 | Thursday: Thu: 0600-2200 | Friday: Fri: 0600-2200 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0600-2200
11781,Ampol Foodary Hamilton Kingsford Smith Dve,AMPOL,516-Kingsford Smith Dve,,Hamilton,QLD,4007,-27.438527,153.066896,,True,736.29,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
93556,Mornington,EG,321-323 Main Street,,Mornington,VIC,3931,-38.2271,145.0429,03 4111 9781,False,736.34,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2100
2544,Wynnum,SUPERMARKETS,2021 Wynnum Rd,,Wynnum West,QLD,4178,-27.4565277,153.1549835,(07) 3012 3356,False,736.42,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
93525,Hoppers Crossing,EG,50 Old Geelong Road,,Hoppers Crossing,VIC,3029,-37.8807,144.7043,03 9068 8536,False,736.55,11:0,Today: Mon: 0530-2200 | Tomorrow: Tue: 0530-2200 | Wednesday: Wed: 0530-2200 | Thursday: Thu: 0530-2200 | Friday: Fri: 0530-2200 | Saturday: Sat: 0630-2200 | Sunday: Sun: 0630-2200 | Monday: Mon: 0530-2200
3189,Hogans Corner,SUPERMARKETS,Cnr Hogan And Derrimut Roads,,Hoppers Crossing,VIC,3029,-37.8622222,144.6872222,(03) 8734 3604,False,736.59,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
92209,Mitchelton,EG,550-560 Samford Road,,Mitchelton,QLD,4053,-27.4155,152.9776,07 3088 8791,True,736.77,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3204,Hoppers Crossing,SUPERMARKETS,Cnr Old Geelong And Morris Road,,Hoppers Crossing,VIC,3029,-37.8821128,144.7024063,(03) 8734 3607,False,736.78,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
93491,Werribee,EG,Cnr Derrimut & Hogan Roads,,Werribee,VIC,3030,-37.8634,144.6849,03 9068 8502,True,736.83,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
11864,U-Go Lutwyche,AMPOL,404-Lutwyche Rd,,Lutwyche,QLD,4030,-27.425972,153.032366,,True,736.86,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
37241,Ampol Foodary Mornington,AMPOL,841-Nepean Highway,,Mornington,VIC,3931,-38.2331457,145.0395579,,False,736.99,11:0,Today: Mon: 0500-2300 | Tomorrow: Tue: 0500-2300 | Wednesday: Wed: 0500-2300 | Thursday: Thu: 0500-2300 | Friday: Fri: 0500-2300 | Saturday: Sat: 0500-2300 | Sunday: Sun: 0500-2300 | Monday: Mon: 0500-2300
11298,Ampol Foodary Eagle Farm,AMPOL,645-647-Kingsford Smith Drive,,Eagle Farm,QLD,4009,-27.434501,153.079367,,True,737.01,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3142,Mornington East,SUPERMARKETS,Cnr Bentons And Dunns Roads,,Mornington East,VIC,3931,-38.2453854,145.0483836,(03) 5974 6102,False,737.26,11:0,Today: Mon: 0600-2200 | Tomorrow: Tue: 0600-2200 | Wednesday: Wed: 0600-2200 | Thursday: Thu: 0600-2200 | Friday: Fri: 0600-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0600-2200 | Monday: Mon: 0600-2200
2521,Lutwyche,SUPERMARKETS,Lutwyche City Shopping Centre 543 Lutwyche Road,,Lutwyche,QLD,4030,-27.422652,153.034549,(07) 3513 4435,False,737.27,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
93496,Mornington East,EG,210 Dunns Road,,Mornington East,VIC,3931,-38.2465,145.0478,03 9020 9458,False,737.38,11:0,Today: Mon: 0530-2300 | Tomorrow: Tue: 0530-2300 | Wednesday: Wed: 0530-2300 | Thursday: Thu: 0530-2300 | Friday: Fri: 0530-2300 | Saturday: Sat: 0630-2200 | Sunday: Sun: 0630-2200 | Monday: Mon: 0530-2300
2556,Brookside (Mitchelton),SUPERMARKETS,159 Osborne Road,,Michelton,QLD,4053,-27.4101842,152.9804834,(07) 3648 4351,False,737.41,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
92263,Brookside,EG,159 Osbourne Road,,Brookside,QLD,4503,-27.4098,152.9815,07 2104 9012,False,737.48,10:0,Today: Mon: 0500-2100 | Tomorrow: Tue: 0500-2100 | Wednesday: Wed: 0500-2100 | Thursday: Thu: 0500-2100 | Friday: Fri: 0500-2100 | Saturday: Sat: 0600-2000 | Sunday: Sun: 0600-2000 | Monday: Mon: 0500-2100
2072,Ascot BRC,SUPERMARKETS,188 Nudgee Road,,Ascot,QLD,4007,-27.4273663,153.0718882,(07) 3513 4430,False,737.61,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2583,Stafford,SUPERMARKETS,400 Stafford Rd,,Stafford,QLD,4053,-27.41185262,153.01246312,(07) 3648 4354,False,737.94,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2638,Everton Park,SUPERMARKETS,768 Stafford Road,,Everton Park,QLD,4053,-27.40767945,152.9919099,(07) 3513 4405,False,737.94,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
3223,Werribee Plaza,SUPERMARKETS,Cnr Heaths And Derrimutt Roads,,Werribee,VIC,3030,-37.8738549,144.6769589,(03) 8734 3610,False,738.07,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
2898,Wynnum Central,SUPERMARKETS,145 Florence St,,Wynnum,QLD,4178,-27.444606,153.171542,(07) 3513 4416,False,738.11,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
11827,Ampol Foodary Stafford,AMPOL,193-Stafford Rd,,Stafford,QLD,4031,-27.411066,153.023574,,True,738.27,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
11866,Ampol Foodary Arana Hills,AMPOL,282-Dawson Pde Cnr Nepean Rd,,Arana Hills,QLD,4054,-27.3969124,152.9607497,,False,738.42,10:0,Today: Mon: 0430-2300 | Tomorrow: Tue: 0430-2300 | Wednesday: Wed: 0430-2300 | Thursday: Thu: 0430-2300 | Friday: Fri: 0430-2300 | Saturday: Sat: 0430-2300 | Sunday: Sun: 0430-2300 | Monday: Mon: 0430-2300
2523,Skygate (Brisbane Airport),SUPERMARKETS,"Village Centre, 1 Airport Drive",,Brisbane Airport,QLD,4007,-27.415243,153.082106,(07) 3648 4348,True,739.16,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
11399,Ampol Foodary Samford,AMPOL,Lot 31-Mt Glorious Rd,,Samford Village,QLD,4520,-27.373248,152.8863499,,True,739.42,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
10042,Ampol Foodary Hendra,AMPOL,132a-East West Arterial Road,,Hendra,QLD,4011,-27.410224,153.071536,,False,739.45,10:0,Today: Mon: 0400-2200 | Tomorrow: Tue: 0400-2200 | Wednesday: Wed: 0400-2200 | Thursday: Thu: 0400-2200 | Friday: Fri: 0400-2200 | Saturday: Sat: 0400-2200 | Sunday: Sun: 0400-2200 | Monday: Mon: 0400-2200
2304,North West Plaza,SUPERMARKETS,97 Flockton Street,,Everton Park,QLD,4053,-27.39455,152.996788,(07) 3012 3347,False,739.47,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
3002,Cowes,SUPERMARKETS,117-133 Thompson Avenue,,Cowes,VIC,3922,-38.452929,145.239172,(03) 5951 4200,False,739.66,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
93234,Cowes,EG,124-128 Thompson Avenue,,Cowes,VIC,3922,-38.4533,145.2385,03 5219 3661,False,739.74,11:0,Today: Mon: 0600-2000 | Tomorrow: Tue: 0600-2000 | Wednesday: Wed: 0600-2000 | Thursday: Thu: 0600-2000 | Friday: Fri: 0600-2100 | Saturday: Sat: 0600-2100 | Sunday: Sun: 0600-2100 | Monday: Mon: 0600-2000
8369,Rode Road (Metro),SUPERMARKETS,"Rode Shopping Centre, 734 Rode Rd",,Stafford Heights,QLD,4053,-27.39305,153.01116,(07) 3513 4467,False,739.95,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2626,Nundah,SUPERMARKETS,89 Buckland Rd,,Nundah,QLD,4012,-27.40320652,153.06093376,(07) 3648 4360,False,739.97,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
11728,Ampol Foodary Nundah,AMPOL,1401-Sandgate Rd,,Nundah,QLD,4012,-27.398517,153.059277,,True,740.44,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
33477,U-Go Werribee Cherry St,AMPOL,45-Cherry St,,Werribee,VIC,3030,-37.900018,144.665019,,True,740.6,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3281,Werribee Central,SUPERMARKETS,Cnr Cherry & Watton Street,,Werribee,VIC,3030,-37.899407,144.662916,(03) 8734 3613,False,740.72,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
11885,Ampol Foodary West Chermside,AMPOL,644-Webster Rd Cnr Milburn St,,Chermside,QLD,4032,-27.38002941,153.02241567,,False,741.61,10:0,Today: Mon: 0500-2000 | Tomorrow: Tue: 0500-2000 | Wednesday: Wed: 0500-2000 | Thursday: Thu: 0500-2000 | Friday: Fri: 0500-2000 | Saturday: Sat: 0500-2000 | Sunday: Sun: 0600-2000 | Monday: Mon: 0500-2000
2628,Chermside Central,SUPERMARKETS,395 Hamilton Rd,,Chermside,QLD,4032,-27.38053,153.031978,(07) 3648 4363,False,741.77,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2673,Chermside Marketplace,SUPERMARKETS,725 Webster Rd,,Chermside,QLD,4032,-27.3755912,153.0244445,(07) 3648 4378,False,742.14,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
92212,Northgate,EG,25 Toombul Road,,Northgate,QLD,4014,-27.3836,153.0642,07 4179 0733,True,742.17,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
92218,Chermside,EG,725 Webster Rd (Cnr Gympie Rd),,Chermside,QLD,4032,-27.3749,153.0247,07 3088 8785,True,742.22,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
12035,Ampol Foodary Lytton (Port Of Brisbane),AMPOL,2-Kite St Port Of Brisbane,,Lytton,QLD,4178,-27.4048403,153.164334,,True,742.22,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
92228,Dalby,EG,93-95 Drayton Street,,Dalby,QLD,4405,-27.1878,151.2677,07 4082 7404,False,742.49,10:0,Today: Mon: 0500-2100 | Tomorrow: Tue: 0500-2100 | Wednesday: Wed: 0500-2100 | Thursday: Thu: 0500-2100 | Friday: Fri: 0500-2100 | Saturday: Sat: 0500-2000 | Sunday: Sun: 0500-0000 | Monday: Mon: 0500-2100
99008,Bacchus Marsh,EG,101 Gisborne Road,,Bacchus Marsh,VIC,3340,-37.66468,144.43805,03 7065 5747,False,742.52,11:0,Today: Mon: 0600-2300 | Tomorrow: Tue: 0600-2300 | Wednesday: Wed: 0600-2300 | Thursday: Thu: 0600-2300 | Friday: Fri: 0600-2300 | Saturday: Sat: 0600-2300 | Sunday: Sun: 0600-2300 | Monday: Mon: 0600-2300
2650,Albany Creek,SUPERMARKETS,49 Old Northern Road,,Albany Creek,QLD,4035,-27.3592605,152.9695434,(07) 3648 4372,False,742.7,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2137,Banyo,SUPERMARKETS,279 Tufnell Road,,Banyo,QLD,4014,-27.3765433,153.07759452,(07) 3513 4408,False,743.24,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2767,Dalby,SUPERMARKETS,17-67 Cunningham Street,,Dalby,QLD,4405,-27.18086945,151.2683705,(07) 4613 2842,False,743.26,10:0,Today: Mon: 0800-2100 | Tomorrow: Tue: 0800-2100 | Wednesday: Wed: 0800-2100 | Thursday: Thu: 0800-2100 | Friday: Fri: 0800-2100 | Saturday: Sat: 0800-1800 | Sunday: Sun: 0900-1800 | Monday: Mon: 0800-2100
2678,Aspley,SUPERMARKETS,59 Albany Creek Rd,,Aspley,QLD,4034,-27.3607587,153.0139055,(07) 3513 4422,False,743.51,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
93922,Wyndham vale,EG,205 Greens Rd,,Wyndham vale,VIC,3024,-37.8874,144.6085,03 5614 5237,False,743.85,11:0,Today: Mon: 0500-2300 | Tomorrow: Tue: 0500-2300 | Wednesday: Wed: 0500-2300 | Thursday: Thu: 0500-2300 | Friday: Fri: 0500-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0500-2300
3345,Wyndham Vale,SUPERMARKETS,205 Greens Road,,Wyndham Vale,VIC,3024,-37.88805519,144.60780465,(03) 8734 3616,False,743.94,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
17915,Ampol Foodary Dalby,AMPOL,Warrego Highway,,Dalby,QLD,4405,-27.173446,151.242933,,True,744.07,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
37031,Ampol Foodary Werribee Maltby Bypass,AMPOL,Maltby Bypass & Princess Hwy,,Werribee,VIC,3030,-37.927635,144.631139,,True,744.8,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
2231,Eatons Hill,SUPERMARKETS,640 South Pine Road,,Brendale,QLD,4500,-27.33791,152.962247,(07) 3513 4425,False,744.86,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2766,Carseldine,SUPERMARKETS,735 Beams Road,,Carseldine,QLD,4034,-27.345072,153.010741,(07) 3648 4387,False,745.14,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
2657,Taigum,SUPERMARKETS,217 Beams Road,,Taigum,QLD,4018,-27.35135465,153.04876207,(07) 3648 4375,False,745.31,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
